"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
2201238,"2017-07-01 12:50:17","2017-07-01 13:26:58",31255,"24th & N St NW",31501,"12th & Newton St NE",W22849,Member
6340515,"2017-07-01 12:50:19","2017-07-01 14:35:59",31312,"Wisconsin Ave & O St NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W20184,Casual
368376,"2017-07-01 12:50:20","2017-07-01 12:56:29",31275,"New Hampshire Ave & 24th St NW",31234,"20th & O St NW / Dupont South",W01391,Member
1473583,"2017-07-01 12:50:21","2017-07-01 13:14:55",31249,"Jefferson Memorial",31247,"Jefferson Dr & 14th St SW",W00743,Member
345124,"2017-07-01 12:50:21","2017-07-01 12:56:06",31089,"Court House Metro / 15th & N Uhle St ",31029,"N Veitch  & 20th St N",W22362,Member
3880066,"2017-07-01 12:50:33","2017-07-01 13:55:13",31284,"18th & C St NW",31235,"19th St & Constitution Ave NW",W21736,Casual
3003834,"2017-07-01 12:50:37","2017-07-01 13:40:40",31232,"7th & F St NW / National Portrait Gallery",31121,"Calvert St & Woodley Pl NW",W21981,Casual
523030,"2017-07-01 12:50:39","2017-07-01 12:59:22",31278,"18th & R St NW",31233,"17th & K St NW / Farragut Square",W21829,Member
1018904,"2017-07-01 12:50:39","2017-07-01 13:07:38",31282,"16th & R St NW",31228,"8th & H St NW",W22569,Member
379822,"2017-07-01 12:50:48","2017-07-01 12:57:07",31104,"Adams Mill & Columbia Rd NW",31122,"16th & Irving St NW",W21520,Member
457331,"2017-07-01 12:50:53","2017-07-01 12:58:31",31109,"7th & T St NW",31223,"Convention Center / 7th & M St NW",W00162,Member
288289,"2017-07-01 12:50:54","2017-07-01 12:55:42",31515,"Fort Totten Metro",31412,"3rd St & Riggs Rd NE",W22607,Member
6170771,"2017-07-01 12:50:56","2017-07-01 14:33:47",31312,"Wisconsin Ave & O St NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21080,Casual
10786560,"2017-07-01 12:50:57","2017-07-01 15:50:43",31269,"3rd St & Pennsylvania Ave SE",31264,"6th St & Indiana Ave NW",W20903,Casual
1933071,"2017-07-01 12:51:07","2017-07-01 13:23:20",31258,"Lincoln Memorial",31249,"Jefferson Memorial",W21515,Casual
1776220,"2017-07-01 12:51:08","2017-07-01 13:20:44",31517,"Union Market/6th St & Neal Pl NE",31600,"5th & K St NW",W23136,Member
1416000,"2017-07-01 12:51:09","2017-07-01 13:14:45",31258,"Lincoln Memorial",31249,"Jefferson Memorial",W22282,Casual
2497400,"2017-07-01 12:51:12","2017-07-01 13:32:49",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31271,"Constitution Ave & 2nd St NW/DOL",W01376,Casual
355931,"2017-07-01 12:51:15","2017-07-01 12:57:11",31113,"Columbia Rd & Belmont St NW",31101,"14th & V St NW",W22858,Member
349566,"2017-07-01 12:51:20","2017-07-01 12:57:10",31113,"Columbia Rd & Belmont St NW",31101,"14th & V St NW",W20122,Member
1044406,"2017-07-01 12:51:22","2017-07-01 13:08:46",31627,"3rd & M St NE",31200,"Massachusetts Ave & Dupont Circle NW",W22034,Member
165218,"2017-07-01 12:51:23","2017-07-01 12:54:08",31103,"16th & Harvard St NW",31104,"Adams Mill & Columbia Rd NW",W01389,Member
2478749,"2017-07-01 12:51:23","2017-07-01 13:32:42",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31271,"Constitution Ave & 2nd St NW/DOL",W21877,Casual
1768188,"2017-07-01 12:51:34","2017-07-01 13:21:02",31517,"Union Market/6th St & Neal Pl NE",31600,"5th & K St NW",W20477,Member
197354,"2017-07-01 12:51:49","2017-07-01 12:55:07",31317,"Wisconsin Ave & Ingomar St NW",31309,"Fessenden St & Wisconsin Ave NW",W23404,Member
2395970,"2017-07-01 12:51:54","2017-07-01 13:31:50",31629,"8th & East Capitol St NE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22281,Casual
747889,"2017-07-01 12:52:02","2017-07-01 13:04:30",31118,"3rd & Elm St NW",31109,"7th & T St NW",W00627,Member
159142,"2017-07-01 12:52:12","2017-07-01 12:54:51",31126,"11th & Girard St NW",31120,"10th & Florida Ave NW",W01007,Member
953179,"2017-07-01 12:52:14","2017-07-01 13:08:07",31617,"Bladensburg Rd & Benning Rd NE",31228,"8th & H St NW",W23001,Member
938885,"2017-07-01 12:52:17","2017-07-01 13:07:56",31038,"Glebe Rd & 11th St N",31902,"Wilson Blvd & N Illinois St ",W01110,Member
936634,"2017-07-01 12:52:18","2017-07-01 13:07:54",31038,"Glebe Rd & 11th St N",31902,"Wilson Blvd & N Illinois St ",W21622,Member
306902,"2017-07-01 12:52:19","2017-07-01 12:57:25",31101,"14th & V St NW",31109,"7th & T St NW",W22796,Member
2105130,"2017-07-01 12:52:20","2017-07-01 13:27:25",31246,"M St & Pennsylvania Ave NW",31271,"Constitution Ave & 2nd St NW/DOL",W23178,Casual
7474778,"2017-07-01 12:52:22","2017-07-01 14:56:57",31217,"USDA / 12th & Independence Ave SW",31288,"4th St & Madison Dr NW",W22998,Casual
2087556,"2017-07-01 12:52:38","2017-07-01 13:27:25",31246,"M St & Pennsylvania Ave NW",31271,"Constitution Ave & 2nd St NW/DOL",W21957,Casual
535381,"2017-07-01 12:52:43","2017-07-01 13:01:39",31121,"Calvert St & Woodley Pl NW",31305,"Connecticut Ave & Newark St NW / Cleveland Park",W22995,Member
725514,"2017-07-01 12:52:44","2017-07-01 13:04:50",31245,"7th & R St NW / Shaw Library",31219,"10th St & Constitution Ave NW",W20086,Member
2525361,"2017-07-01 12:52:49","2017-07-01 13:34:54",31271,"Constitution Ave & 2nd St NW/DOL",31258,"Lincoln Memorial",W22059,Casual
2529631,"2017-07-01 12:52:54","2017-07-01 13:35:04",31271,"Constitution Ave & 2nd St NW/DOL",31258,"Lincoln Memorial",W22792,Casual
198842,"2017-07-01 12:52:56","2017-07-01 12:56:15",31114,"18th St & Wyoming Ave NW",31125,"15th & W St NW",W20021,Member
1394015,"2017-07-01 12:53:02","2017-07-01 13:16:16",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22651,Member
123591,"2017-07-01 12:53:02","2017-07-01 12:55:06",31307,"3000 Connecticut Ave NW / National Zoo",31305,"Connecticut Ave & Newark St NW / Cleveland Park",W22678,Member
206229,"2017-07-01 12:53:06","2017-07-01 12:56:32",31280,"11th & S St NW",31202,"14th & R St NW",W01080,Member
501935,"2017-07-01 12:53:19","2017-07-01 13:01:41",31407,"14th St & Colorado Ave NW",31404,"9th & Upshur St NW",W21785,Member
976029,"2017-07-01 12:53:20","2017-07-01 13:09:36",31246,"M St & Pennsylvania Ave NW",31112,"Harvard St & Adams Mill Rd NW",W21269,Member
404217,"2017-07-01 12:53:23","2017-07-01 13:00:07",31251,"12th & L St NW",31600,"5th & K St NW",W21707,Member
481573,"2017-07-01 12:53:27","2017-07-01 13:01:29",31611,"13th & H St NE",31612,"D St & Maryland Ave NE",W00886,Member
5489558,"2017-07-01 12:53:29","2017-07-01 14:24:58",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31623,"Columbus Circle / Union Station",W22388,Casual
450246,"2017-07-01 12:53:30","2017-07-01 13:01:00",31619,"Lincoln Park / 13th & East Capitol St NE ",31623,"Columbus Circle / Union Station",W00825,Member
401628,"2017-07-01 12:53:33","2017-07-01 13:00:14",31251,"12th & L St NW",31600,"5th & K St NW",W22740,Member
876396,"2017-07-01 12:53:39","2017-07-01 13:08:16",31281,"8th & O St NW",31517,"Union Market/6th St & Neal Pl NE",W23172,Casual
2320102,"2017-07-01 12:53:43","2017-07-01 13:32:23",31629,"8th & East Capitol St NE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W00584,Casual
1987567,"2017-07-01 12:53:47","2017-07-01 13:26:54",31247,"Jefferson Dr & 14th St SW",31235,"19th St & Constitution Ave NW",W22244,Casual
1813107,"2017-07-01 12:53:49","2017-07-01 13:24:02",31201,"15th & P St NW",31101,"14th & V St NW",W21964,Member
5474105,"2017-07-01 12:53:54","2017-07-01 14:25:08",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31623,"Columbus Circle / Union Station",W01040,Casual
205012,"2017-07-01 12:53:56","2017-07-01 12:57:21",31628,"1st & K St SE",31634,"3rd & Tingey St SE",W20979,Casual
2034170,"2017-07-01 12:53:58","2017-07-01 13:27:52",31228,"8th & H St NW",31608,"8th & Eye St SE / Barracks Row",W01101,Member
189923,"2017-07-01 12:54:06","2017-07-01 12:57:16",31628,"1st & K St SE",31634,"3rd & Tingey St SE",W22249,Casual
268960,"2017-07-01 12:54:08","2017-07-01 12:58:37",31101,"14th & V St NW",31116,"California St & Florida Ave NW",W22709,Member
1665933,"2017-07-01 12:54:14","2017-07-01 13:22:00",31258,"Lincoln Memorial",31234,"20th & O St NW / Dupont South",W00573,Casual
561628,"2017-07-01 12:54:15","2017-07-01 13:03:37",31265,"5th St & Massachusetts Ave NW",31238,"14th & G St NW",W21085,Member
1025385,"2017-07-01 12:54:19","2017-07-01 13:11:24",31275,"New Hampshire Ave & 24th St NW",31264,"6th St & Indiana Ave NW",W20955,Member
982942,"2017-07-01 12:54:24","2017-07-01 13:10:47",31610,"Eastern Market / 7th & North Carolina Ave SE",31209,"1st & N St  SE",W01105,Casual
2511000,"2017-07-01 12:54:26","2017-07-01 13:36:17",31293,"31st & Water St NW",31609,"Maine Ave & 7th St SW",W23409,Member
534929,"2017-07-01 12:54:28","2017-07-01 13:03:23",31103,"16th & Harvard St NW",31207,"Georgia Ave and Fairmont St NW",W21273,Member
1524598,"2017-07-01 12:54:37","2017-07-01 13:20:02",31286,"11th & O St NW",31518,"New York Ave & Hecht Ave NE",W00399,Member
1923047,"2017-07-01 12:54:38","2017-07-01 13:26:41",31247,"Jefferson Dr & 14th St SW",31235,"19th St & Constitution Ave NW",W20724,Casual
1521908,"2017-07-01 12:54:39","2017-07-01 13:20:01",31286,"11th & O St NW",31518,"New York Ave & Hecht Ave NE",W01012,Member
2404010,"2017-07-01 12:54:44","2017-07-01 13:34:48",31271,"Constitution Ave & 2nd St NW/DOL",31258,"Lincoln Memorial",W01197,Casual
2301722,"2017-07-01 12:54:44","2017-07-01 13:33:05",31288,"4th St & Madison Dr NW",31620,"5th & F St NW",W20591,Casual
1036065,"2017-07-01 12:54:52","2017-07-01 13:12:09",31501,"12th & Newton St NE",31506,"1st & Rhode Island Ave NW",W23341,Casual
1767810,"2017-07-01 12:54:53","2017-07-01 13:24:21",31270,"8th & D St NW",31277,"17th & G St NW",W23002,Casual
1036844,"2017-07-01 12:54:54","2017-07-01 13:12:11",31501,"12th & Newton St NE",31506,"1st & Rhode Island Ave NW",W21100,Member
2272292,"2017-07-01 12:54:55","2017-07-01 13:32:47",31281,"8th & O St NW",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W00495,Casual
1755286,"2017-07-01 12:54:57","2017-07-01 13:24:12",31270,"8th & D St NW",31277,"17th & G St NW",W01179,Casual
2285228,"2017-07-01 12:54:57","2017-07-01 13:33:02",31288,"4th St & Madison Dr NW",31620,"5th & F St NW",W22854,Casual
613820,"2017-07-01 12:55:00","2017-07-01 13:05:14",31511,"12th & Irving St NE",31520,"24th & R St NE / National Arboretum",W00772,Member
1755863,"2017-07-01 12:55:01","2017-07-01 13:24:17",31270,"8th & D St NW",31277,"17th & G St NW",W22608,Casual
932886,"2017-07-01 12:55:05","2017-07-01 13:10:38",31610,"Eastern Market / 7th & North Carolina Ave SE",31209,"1st & N St  SE",W00628,Member
1856096,"2017-07-01 12:55:06","2017-07-01 13:26:02",31270,"8th & D St NW",31277,"17th & G St NW",W01053,Casual
3986832,"2017-07-01 12:55:08","2017-07-01 14:01:35",31264,"6th St & Indiana Ave NW",31232,"7th & F St NW / National Portrait Gallery",W20948,Casual
3858228,"2017-07-01 12:55:09","2017-07-01 13:59:28",31319,"Wisconsin Ave & Brandywine St NW",31231,"14th & D St NW / Ronald Reagan Building",W00079,Member
3974771,"2017-07-01 12:55:09","2017-07-01 14:01:23",31264,"6th St & Indiana Ave NW",31232,"7th & F St NW / National Portrait Gallery",W20284,Casual
2363835,"2017-07-01 12:55:27","2017-07-01 13:34:51",31126,"11th & Girard St NW",31616,"3rd & H St NE",W23339,Casual
4085604,"2017-07-01 12:55:32","2017-07-01 14:03:37",31231,"14th & D St NW / Ronald Reagan Building",31219,"10th St & Constitution Ave NW",W20691,Casual
409284,"2017-07-01 12:55:37","2017-07-01 13:02:26",31229,"New Hampshire Ave & T St NW",31299,"Connecticut Ave & R St NW",W20367,Casual
4092313,"2017-07-01 12:55:40","2017-07-01 14:03:53",31231,"14th & D St NW / Ronald Reagan Building",31219,"10th St & Constitution Ave NW",W22964,Casual
914839,"2017-07-01 12:55:41","2017-07-01 13:10:56",31225,"C & O Canal & Wisconsin Ave NW",31260,"23rd & E St NW ",W20733,Member
1725527,"2017-07-01 12:55:42","2017-07-01 13:24:27",31270,"8th & D St NW",31277,"17th & G St NW",W20149,Casual
1519861,"2017-07-01 12:55:42","2017-07-01 13:21:01",31640,"Maryland Ave & E St NE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W20641,Member
735913,"2017-07-01 12:55:46","2017-07-01 13:08:02",31228,"8th & H St NW",31204,"20th & E St NW",W21270,Member
2443007,"2017-07-01 12:55:46","2017-07-01 13:36:29",31293,"31st & Water St NW",31609,"Maine Ave & 7th St SW",W23305,Casual
285372,"2017-07-01 12:55:51","2017-07-01 13:00:37",31083,"Potomac Greens Dr & Slaters Ln",31047,"Braddock Rd Metro",W00646,Member
700599,"2017-07-01 12:55:59","2017-07-01 13:07:39",31612,"D St & Maryland Ave NE",31243,"4th & C St SW",W20197,Member
2405966,"2017-07-01 12:56:00","2017-07-01 13:36:06",31610,"Eastern Market / 7th & North Carolina Ave SE",31270,"8th & D St NW",W22114,Casual
8988762,"2017-07-01 12:56:01","2017-07-01 15:25:50",31297,"Virginia Ave & 25th St NW",31297,"Virginia Ave & 25th St NW",W01303,Casual
1503983,"2017-07-01 12:56:07","2017-07-01 13:21:11",31640,"Maryland Ave & E St NE",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W20239,Member
8028504,"2017-07-01 12:56:13","2017-07-01 15:10:02",31229,"New Hampshire Ave & T St NW",31299,"Connecticut Ave & R St NW",W20421,Casual
6768990,"2017-07-01 12:56:15","2017-07-01 14:49:04",32002,"Bethesda Ave & Arlington Rd",31211,"Kennedy Center",W22262,Casual
731211,"2017-07-01 12:56:20","2017-07-01 13:08:32",31612,"D St & Maryland Ave NE",31243,"4th & C St SW",W22580,Member
33244408,"2017-07-01 12:56:20","2017-07-01 22:10:25",32002,"Bethesda Ave & Arlington Rd",31293,"31st & Water St NW",W23109,Casual
219512,"2017-07-01 12:56:21","2017-07-01 13:00:00",31040,"Fairfax Dr & Kenmore St",31034,"N Randolph St & Fairfax Dr",W01195,Member
370964,"2017-07-01 12:56:28","2017-07-01 13:02:39",31200,"Massachusetts Ave & Dupont Circle NW",31246,"M St & Pennsylvania Ave NW",W01342,Member
492712,"2017-07-01 12:56:30","2017-07-01 13:04:43",32055,"Woodmont Ave & Strathmore St",32046,"River Rd & Landy Ln",W20090,Casual
272157,"2017-07-01 12:56:31","2017-07-01 13:01:03",31109,"7th & T St NW",31202,"14th & R St NW",W21857,Member
808770,"2017-07-01 12:56:34","2017-07-01 13:10:02",31403,"5th & Kennedy St NW",31407,"14th St & Colorado Ave NW",W23186,Member
803658,"2017-07-01 12:56:35","2017-07-01 13:09:59",31511,"12th & Irving St NE",31627,"3rd & M St NE",W20859,Member
514339,"2017-07-01 12:56:37","2017-07-01 13:05:12",31029,"N Veitch  & 20th St N",31065,"N Pershing Dr & Wayne St",W21762,Member
267781,"2017-07-01 12:56:40","2017-07-01 13:01:08",31109,"7th & T St NW",31202,"14th & R St NW",W20692,Member
1055132,"2017-07-01 12:56:41","2017-07-01 13:14:16",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W20788,Casual
600686,"2017-07-01 12:56:42","2017-07-01 13:06:42",31284,"18th & C St NW",31258,"Lincoln Memorial",W20579,Casual
2334246,"2017-07-01 12:56:50","2017-07-01 13:35:45",31610,"Eastern Market / 7th & North Carolina Ave SE",31270,"8th & D St NW",W21124,Casual
923364,"2017-07-01 12:56:50","2017-07-01 13:12:14",31255,"24th & N St NW",31281,"8th & O St NW",W22997,Member
3076265,"2017-07-01 12:56:59","2017-07-01 13:48:15",32002,"Bethesda Ave & Arlington Rd",31314,"34th & Water St NW",W22982,Casual
571095,"2017-07-01 12:57:03","2017-07-01 13:06:34",31284,"18th & C St NW",31258,"Lincoln Memorial",W21623,Casual
623267,"2017-07-01 12:57:04","2017-07-01 13:07:27",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW",W20268,Casual
357402,"2017-07-01 12:57:05","2017-07-01 13:03:03",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31640,"Maryland Ave & E St NE",W00873,Member
2021282,"2017-07-01 12:57:17","2017-07-01 13:30:59",31258,"Lincoln Memorial",31002,"20th & Crystal Dr",W00114,Member
3088534,"2017-07-01 12:57:17","2017-07-01 13:48:45",32002,"Bethesda Ave & Arlington Rd",31314,"34th & Water St NW",W23042,Casual
3070911,"2017-07-01 12:57:19","2017-07-01 13:48:30",31247,"Jefferson Dr & 14th St SW",31215,"Georgetown Harbor / 30th St NW",W22704,Casual
3063666,"2017-07-01 12:57:23","2017-07-01 13:48:27",31247,"Jefferson Dr & 14th St SW",31215,"Georgetown Harbor / 30th St NW",W21158,Casual
1072851,"2017-07-01 12:57:26","2017-07-01 13:15:19",31634,"3rd & Tingey St SE",31618,"4th & East Capitol St NE",W20070,Member
733378,"2017-07-01 12:57:38","2017-07-01 13:09:51",31271,"Constitution Ave & 2nd St NW/DOL",31232,"7th & F St NW / National Portrait Gallery",W00289,Casual
1586332,"2017-07-01 12:57:38","2017-07-01 13:24:04",31270,"8th & D St NW",31277,"17th & G St NW",W21420,Casual
269465,"2017-07-01 12:57:40","2017-07-01 13:02:10",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31628,"1st & K St SE",W00167,Member
996719,"2017-07-01 12:57:43","2017-07-01 13:14:20",31230,"Metro Center / 12th & G St NW",31102,"11th & Kenyon St NW",W00958,Member
471616,"2017-07-01 12:57:45","2017-07-01 13:05:37",31098,"King St Metro North / Cameron St",31046,"Henry St & Pendleton St",W22851,Member
2305719,"2017-07-01 12:57:47","2017-07-01 13:36:13",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W01315,Casual
2310957,"2017-07-01 12:57:49","2017-07-01 13:36:20",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W01162,Casual
721569,"2017-07-01 12:57:55","2017-07-01 13:09:56",31271,"Constitution Ave & 2nd St NW/DOL",31232,"7th & F St NW / National Portrait Gallery",W21822,Casual
1242135,"2017-07-01 12:57:57","2017-07-01 13:18:40",31299,"Connecticut Ave & R St NW",31517,"Union Market/6th St & Neal Pl NE",W00241,Member
357004,"2017-07-01 12:58:03","2017-07-01 13:04:00",31117,"15th & Euclid St  NW",31207,"Georgia Ave and Fairmont St NW",W22011,Member
925404,"2017-07-01 12:58:08","2017-07-01 13:13:33",31241,"Thomas Circle",31246,"M St & Pennsylvania Ave NW",W20296,Casual
10360200,"2017-07-01 12:58:09","2017-07-01 15:50:49",31269,"3rd St & Pennsylvania Ave SE",31264,"6th St & Indiana Ave NW",W22530,Casual
919851,"2017-07-01 12:58:10","2017-07-01 13:13:30",31241,"Thomas Circle",31246,"M St & Pennsylvania Ave NW",W00236,Member
4562213,"2017-07-01 12:58:16","2017-07-01 14:14:18",31294,"7th & E St SW",31243,"4th & C St SW",W22127,Casual
674244,"2017-07-01 12:58:21","2017-07-01 13:09:35",31271,"Constitution Ave & 2nd St NW/DOL",31232,"7th & F St NW / National Portrait Gallery",W21229,Casual
546352,"2017-07-01 12:58:25","2017-07-01 13:07:32",31298,"15th & M St NW",31116,"California St & Florida Ave NW",W21731,Member
2247493,"2017-07-01 12:58:27","2017-07-01 13:35:55",31610,"Eastern Market / 7th & North Carolina Ave SE",31270,"8th & D St NW",W01127,Casual
2426193,"2017-07-01 12:58:27","2017-07-01 13:38:53",31610,"Eastern Market / 7th & North Carolina Ave SE",31270,"8th & D St NW",W20951,Casual
4541973,"2017-07-01 12:58:37","2017-07-01 14:14:19",31294,"7th & E St SW",31243,"4th & C St SW",W22069,Casual
1260372,"2017-07-01 12:58:44","2017-07-01 13:19:44",31124,"14th & Irving St NW",31113,"Columbia Rd & Belmont St NW",W23087,Casual
2397745,"2017-07-01 12:58:46","2017-07-01 13:38:44",31258,"Lincoln Memorial",31258,"Lincoln Memorial",W22386,Casual
642572,"2017-07-01 12:58:48","2017-07-01 13:09:31",31271,"Constitution Ave & 2nd St NW/DOL",31232,"7th & F St NW / National Portrait Gallery",W20936,Casual
6921133,"2017-07-01 12:58:50","2017-07-01 14:54:11",31628,"1st & K St SE",31247,"Jefferson Dr & 14th St SW",W20719,Casual
477863,"2017-07-01 12:58:52","2017-07-01 13:06:50",31201,"15th & P St NW",31281,"8th & O St NW",W20022,Member
342837,"2017-07-01 12:58:55","2017-07-01 13:04:38",31103,"16th & Harvard St NW",31602,"Park Rd & Holmead Pl NW",W00935,Member
2408332,"2017-07-01 12:58:58","2017-07-01 13:39:06",31611,"13th & H St NE",31611,"13th & H St NE",W00151,Member
1219062,"2017-07-01 12:59:00","2017-07-01 13:19:19",31290,"17th St & Independence Ave SW",31272,"Washington & Independence Ave SW/HHS",W00394,Casual
5119473,"2017-07-01 12:59:00","2017-07-01 14:24:20",31231,"14th & D St NW / Ronald Reagan Building",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W21200,Casual
2362338,"2017-07-01 12:59:01","2017-07-01 13:38:24",31258,"Lincoln Memorial",31258,"Lincoln Memorial",W20007,Casual
1225097,"2017-07-01 12:59:02","2017-07-01 13:19:27",31290,"17th St & Independence Ave SW",31272,"Washington & Independence Ave SW/HHS",W22604,Casual
803779,"2017-07-01 12:59:03","2017-07-01 13:12:27",31252,"21st St & Pennsylvania Ave NW",31215,"Georgetown Harbor / 30th St NW",W23391,Casual
882833,"2017-07-01 12:59:04","2017-07-01 13:13:47",31252,"21st St & Pennsylvania Ave NW",31215,"Georgetown Harbor / 30th St NW",W01386,Casual
236911,"2017-07-01 12:59:11","2017-07-01 13:03:08",31627,"3rd & M St NE",31639,"2nd & G St NE",W01192,Member
1096761,"2017-07-01 12:59:14","2017-07-01 13:17:31",31629,"8th & East Capitol St NE",31505,"Eckington Pl & Q St NE",W21238,Casual
2328558,"2017-07-01 12:59:14","2017-07-01 13:38:02",31618,"4th & East Capitol St NE",31272,"Washington & Independence Ave SW/HHS",W22007,Casual
237339,"2017-07-01 12:59:16","2017-07-01 13:03:13",31233,"17th & K St NW / Farragut Square",31241,"Thomas Circle",W22316,Member
6888482,"2017-07-01 12:59:22","2017-07-01 14:54:10",31628,"1st & K St SE",31247,"Jefferson Dr & 14th St SW",W01188,Casual
722250,"2017-07-01 12:59:26","2017-07-01 13:11:29",31614,"11th & H St NE",31243,"4th & C St SW",W21660,Member
2905879,"2017-07-01 12:59:27","2017-07-01 13:47:53",31262,"11th & F St NW",31262,"11th & F St NW",W23390,Casual
716860,"2017-07-01 12:59:28","2017-07-01 13:11:25",31614,"11th & H St NE",31243,"4th & C St SW",W21467,Member
1187381,"2017-07-01 12:59:28","2017-07-01 13:19:15",31290,"17th St & Independence Ave SW",31272,"Washington & Independence Ave SW/HHS",W22299,Casual
225839,"2017-07-01 12:59:29","2017-07-01 13:03:15",31229,"New Hampshire Ave & T St NW",31268,"12th & U St NW",W20123,Member
2913250,"2017-07-01 12:59:29","2017-07-01 13:48:02",31262,"11th & F St NW",31262,"11th & F St NW",W22493,Casual
2196605,"2017-07-01 12:59:32","2017-07-01 13:36:09",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W01208,Casual
2196908,"2017-07-01 12:59:35","2017-07-01 13:36:12",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W21895,Casual
954186,"2017-07-01 12:59:44","2017-07-01 13:15:39",31600,"5th & K St NW",31516,"Rhode Island Ave Metro",W00978,Casual
805284,"2017-07-01 12:59:49","2017-07-01 13:13:14",31074,"TJ Cmty Ctr / 2nd St & S Old Glebe Rd",31025,"Central Library / N Quincy St & 10th St N",W00859,Member
1381877,"2017-07-01 12:59:58","2017-07-01 13:23:00",31310,"Connecticut & Nebraska Ave NW",31307,"3000 Connecticut Ave NW / National Zoo",W20208,Casual
1382001,"2017-07-01 12:59:58","2017-07-01 13:23:00",31310,"Connecticut & Nebraska Ave NW",31307,"3000 Connecticut Ave NW / National Zoo",W23215,Casual
1902494,"2017-07-01 13:00:02","2017-07-01 13:31:45",31231,"14th & D St NW / Ronald Reagan Building",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W22722,Casual
493635,"2017-07-01 13:00:11","2017-07-01 13:08:25",31623,"Columbus Circle / Union Station",31619,"Lincoln Park / 13th & East Capitol St NE ",W01043,Member
4822158,"2017-07-01 13:00:13","2017-07-01 14:20:35",31406,"14th & Upshur St NW",31068,"Columbia Pike & S Dinwiddie St / Arlington Mill Community Center",W00617,Member
774694,"2017-07-01 13:00:16","2017-07-01 13:13:11",31602,"Park Rd & Holmead Pl NW",31406,"14th & Upshur St NW",W21894,Member
293191,"2017-07-01 13:00:21","2017-07-01 13:05:14",31060,"S Arlington Mill Dr & Campbell Ave",31059,"S Four Mile Run & Walter Reed Dr",W23096,Member
1546874,"2017-07-01 13:00:23","2017-07-01 13:26:10",31258,"Lincoln Memorial",31008,"12th & Army Navy Dr",W01073,Member
232385,"2017-07-01 13:00:25","2017-07-01 13:04:18",31089,"Court House Metro / 15th & N Uhle St ",31050,"Barton St & 10th St N",W21824,Member
1319481,"2017-07-01 13:00:27","2017-07-01 13:22:26",31606,"Potomac & Pennsylvania Ave SE",31209,"1st & N St  SE",W01233,Casual
2153850,"2017-07-01 13:00:27","2017-07-01 13:36:21",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22627,Casual
1704697,"2017-07-01 13:00:28","2017-07-01 13:28:53",31258,"Lincoln Memorial",31005,"Pentagon City Metro / 12th & S Hayes St",W01151,Member
1836719,"2017-07-01 13:00:28","2017-07-01 13:31:05",31230,"Metro Center / 12th & G St NW",31628,"1st & K St SE",W20083,Member
1309123,"2017-07-01 13:00:32","2017-07-01 13:22:21",31606,"Potomac & Pennsylvania Ave SE",31209,"1st & N St  SE",W01147,Casual
451453,"2017-07-01 13:00:32","2017-07-01 13:08:03",31122,"16th & Irving St NW",31114,"18th St & Wyoming Ave NW",W21520,Member
2015131,"2017-07-01 13:00:42","2017-07-01 13:34:17",31225,"C & O Canal & Wisconsin Ave NW",31218,"L'Enfant Plaza / 7th & C St SW",W22412,Casual
5231439,"2017-07-01 13:00:43","2017-07-01 14:27:54",31231,"14th & D St NW / Ronald Reagan Building",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W00264,Casual
